Domain-04	POLITICS
ThesaurusConcept-6159	Economic Community of Central African States
ThesaurusConcept-6160	Eutelsat
ThesaurusConcept-6161	European League for Economic Cooperation
ThesaurusConcept-6163	World Organisation for Animal Health
ThesaurusConcept-6171	cloning
ThesaurusConcept-6173	trade dispute
ThesaurusConcept-6174	company in difficulties
ThesaurusConcept-6176	information highway
ThesaurusConcept-6177	intranet
ThesaurusConcept-6178	extranet
ThesaurusConcept-6182	browser
ThesaurusConcept-6188	document management
ThesaurusConcept-6189	electronic document management
ThesaurusConcept-6190	optical character recognition
ThesaurusConcept-6191	digitisation
ThesaurusConcept-6192	scanner
ThesaurusConcept-6194	Lower Austria
ThesaurusConcept-6195	Upper Austria
ThesaurusConcept-6196	Burgenland
ThesaurusConcept-6197	Carinthia
ThesaurusConcept-6198	Salzburg
ThesaurusConcept-6199	Styria
ThesaurusConcept-6200	Tyrol
ThesaurusConcept-6201	Vorarlberg
ThesaurusConcept-6202	Vienna
ThesaurusConcept-6205	APEC countries
ThesaurusConcept-6207	European Centre of Enterprises with Public Participation
ThesaurusConcept-6210	deadline for payment
ThesaurusConcept-6212	stability pact
ThesaurusConcept-6215	youth policy
ThesaurusConcept-6216	consumer policy
ThesaurusConcept-6218	EU policy - national policy
ThesaurusConcept-6219	European Union Agency for Fundamental Rights
ThesaurusConcept-6222	area of freedom, security and justice
ThesaurusConcept-6223	Serbia and Montenegro
ThesaurusConcept-6230	age discrimination
ThesaurusConcept-6231	discrimination on the basis of sexual orientation
ThesaurusConcept-6233	care for the elderly
ThesaurusConcept-6236	unfair dismissal
ThesaurusConcept-6237	Stockholm
ThesaurusConcept-6238	East Middle Sweden
ThesaurusConcept-6239	South Sweden
ThesaurusConcept-6240	North Middle Sweden
ThesaurusConcept-6241	Middle Norrland (Sweden)
ThesaurusConcept-6242	Upper Norrland (Sweden)
ThesaurusConcept-6245	Småland and the islands (Sweden)
ThesaurusConcept-6246	West Sweden
ThesaurusConcept-6247	Eastern Finland
ThesaurusConcept-6248	Väli-Suomi
ThesaurusConcept-6249	Lapland
ThesaurusConcept-6250	Uusimaa
ThesaurusConcept-6251	Southern Finland
ThesaurusConcept-6252	Åland
ThesaurusConcept-6253	Social Policy Agreement (EU)
ThesaurusConcept-6254	discrimination based on disability
ThesaurusConcept-6255	ECHO
ThesaurusConcept-6256	European Anti-fraud Office
ThesaurusConcept-6257	simplification of legislation
ThesaurusConcept-6260	DNA
ThesaurusConcept-6261	virtual reality
ThesaurusConcept-6262	picture synthesis
ThesaurusConcept-6263	evaluation method
ThesaurusConcept-6264	observation
ThesaurusConcept-6265	principle of communitisation
ThesaurusConcept-6266	liability of the State
ThesaurusConcept-6267	simulation
ThesaurusConcept-6268	surveillance concerning imports
ThesaurusConcept-6269	comparative analysis
ThesaurusConcept-6270	analysis of causes
ThesaurusConcept-6271	qualitative analysis
ThesaurusConcept-6272	quantitative analysis
ThesaurusConcept-6273	special leave
ThesaurusConcept-6274	enhanced cooperation
ThesaurusConcept-6275	hypermedia
ThesaurusConcept-6276	hypertext
ThesaurusConcept-6277	euthanasia
ThesaurusConcept-6278	Palau
ThesaurusConcept-6279	Norfolk Island
ThesaurusConcept-6280	Niue
ThesaurusConcept-6281	Tokelau
ThesaurusConcept-6282	Ceuta
ThesaurusConcept-6283	Melilla
ThesaurusConcept-6284	opinion (EU)
ThesaurusConcept-6285	opinion of the Court of Auditors
ThesaurusConcept-6286	EU Charter of Fundamental Rights
ThesaurusConcept-6287	democratic deficit
ThesaurusConcept-6288	High Representative of the Union for Foreign Affairs and Security Policy
ThesaurusConcept-6289	Resolution of the Council of the European Union
ThesaurusConcept-6290	resolution of the European Council
ThesaurusConcept-6292	mode of production
ThesaurusConcept-6293	production target
ThesaurusConcept-6294	production technique
ThesaurusConcept-6295	transgenic animal
ThesaurusConcept-6296	transgenic plant
ThesaurusConcept-6297	diffusion of innovations
ThesaurusConcept-6298	production standard
ThesaurusConcept-6299	obsolete technology
ThesaurusConcept-6300	prospective technological studies
ThesaurusConcept-6302	organisation of research
ThesaurusConcept-6303	scientific discovery
ThesaurusConcept-6304	precautionary principle
ThesaurusConcept-6305	field research
ThesaurusConcept-6306	research results
ThesaurusConcept-6307	traceability
ThesaurusConcept-6308	sustainable agriculture
ThesaurusConcept-6309	European agricultural model
ThesaurusConcept-6310	agri-environmental plan
ThesaurusConcept-6311	land policies
ThesaurusConcept-6312	farming project
ThesaurusConcept-6313	agricultural area with environmental restrictions
ThesaurusConcept-6314	agroforestry
ThesaurusConcept-6315	crop losses
ThesaurusConcept-6316	agricultural census
ThesaurusConcept-6317	irrigated agriculture
ThesaurusConcept-6318	crop rotation
ThesaurusConcept-6319	silo
ThesaurusConcept-6320	energy crop
ThesaurusConcept-6321	oil crop
ThesaurusConcept-6322	zootechnics
ThesaurusConcept-6323	boreal forest
ThesaurusConcept-6324	sustainable forest management
ThesaurusConcept-6325	forest certification
ThesaurusConcept-6326	European forestry policy
ThesaurusConcept-6327	EFICS
ThesaurusConcept-6328	Mediterranean forest
ThesaurusConcept-6329	temperate forest
ThesaurusConcept-6331	forestry statistics
ThesaurusConcept-6332	European currency
ThesaurusConcept-6333	Ecu
ThesaurusConcept-6334	Euribor
ThesaurusConcept-6335	conversion rate
ThesaurusConcept-6336	Asian Development Bank
ThesaurusConcept-6337	Central American Bank for Economic Integration
ThesaurusConcept-6338	Caribbean Development Bank
ThesaurusConcept-6339	agricultural credit
ThesaurusConcept-6340	stability programme
ThesaurusConcept-6342	European tax cooperation
ThesaurusConcept-6343	tax reform
ThesaurusConcept-6344	migrant unemployment
ThesaurusConcept-6345	continuing vocational training
ThesaurusConcept-6346	Employment Committee (EU)
ThesaurusConcept-6347	European Employment Strategy
ThesaurusConcept-6348	worker adaptability
ThesaurusConcept-6350	labour flexibility
ThesaurusConcept-6351	skill obsolescence
ThesaurusConcept-6353	labour shortage
ThesaurusConcept-6354	multiskilled worker
ThesaurusConcept-6355	head-hunting
ThesaurusConcept-6356	reassignment
ThesaurusConcept-6357	demotion
ThesaurusConcept-6358	Ecofin
ThesaurusConcept-6359	non-participating country
ThesaurusConcept-6360	participating country
ThesaurusConcept-6361	resistance of materials
ThesaurusConcept-6362	benchmarking
ThesaurusConcept-6363	non-lethal weapon
ThesaurusConcept-6364	fair trade
ThesaurusConcept-6365	service concession
ThesaurusConcept-6366	commercial contract
ThesaurusConcept-6367	international commercial arbitration
ThesaurusConcept-6369	services of general interest
ThesaurusConcept-6370	electronic signature
ThesaurusConcept-6371	trade statistics
ThesaurusConcept-6372	exclusion from an international organisation
ThesaurusConcept-6373	Union for the Mediterranean
ThesaurusConcept-6374	aid evaluation
ThesaurusConcept-6375	conflict prevention
ThesaurusConcept-6376	ethnic cleansing
ThesaurusConcept-6377	anti-personnel weapon
ThesaurusConcept-6378	espionage
ThesaurusConcept-6379	military secret
ThesaurusConcept-6380	defence statistics
ThesaurusConcept-6381	soil analysis
ThesaurusConcept-6382	space science
ThesaurusConcept-6383	astronautics
ThesaurusConcept-6384	climatology
ThesaurusConcept-6385	bioclimatology
ThesaurusConcept-6386	soil chemistry
ThesaurusConcept-6387	cultural geography
ThesaurusConcept-6388	human geography
ThesaurusConcept-6389	regional geography
ThesaurusConcept-6390	geomorphology
ThesaurusConcept-6391	sedimentology
ThesaurusConcept-6392	soil type
ThesaurusConcept-6394	ethnography
ThesaurusConcept-6395	industrial sociology
ThesaurusConcept-6396	environmental economics
ThesaurusConcept-6397	environmental education
ThesaurusConcept-6398	water protection
ThesaurusConcept-6400	reduction of gas emissions
ThesaurusConcept-6401	environmental liability
ThesaurusConcept-6402	environmental statistics
ThesaurusConcept-6403	whale
ThesaurusConcept-6404	marine ecosystem
ThesaurusConcept-6405	terrestrial ecosystem
ThesaurusConcept-6406	seal
ThesaurusConcept-6407	acidification
ThesaurusConcept-6408	sewage sludge
ThesaurusConcept-6409	unauthorised dumping
ThesaurusConcept-6410	chemical waste
ThesaurusConcept-6411	electronic waste
ThesaurusConcept-6412	hospital waste
ThesaurusConcept-6413	accidental pollution
ThesaurusConcept-6414	local pollution
ThesaurusConcept-6534	international adoption
ThesaurusConcept-6535	conflict of generations
ThesaurusConcept-6536	adoption law
ThesaurusConcept-6537	stepfamily
ThesaurusConcept-6538	polygamy
ThesaurusConcept-6539	family solidarity
ThesaurusConcept-6540	diaspora
ThesaurusConcept-6541	EU migration policy
ThesaurusConcept-6542	dependence of elderly persons
ThesaurusConcept-6543	population forecast
ThesaurusConcept-6544	generation renewal
ThesaurusConcept-6545	Christian
ThesaurusConcept-6546	Muslim
ThesaurusConcept-6547	European association
ThesaurusConcept-6548	independence of the disabled
ThesaurusConcept-6549	social behaviour
ThesaurusConcept-6550	integration of the disabled
ThesaurusConcept-6552	social pact
ThesaurusConcept-6553	child pornography
ThesaurusConcept-6554	religious tourism
ThesaurusConcept-6555	youth violence
ThesaurusConcept-6556	violence at school
ThesaurusConcept-6557	domestic violence
ThesaurusConcept-6558	cultural exception
ThesaurusConcept-6559	European identity
ThesaurusConcept-6560	religious fundamentalism
ThesaurusConcept-6561	new religion
ThesaurusConcept-6562	European cultural event
ThesaurusConcept-6563	cultural promotion
ThesaurusConcept-6564	universal health coverage
ThesaurusConcept-6565	medical law
ThesaurusConcept-6566	medical error
ThesaurusConcept-6567	chronic illness
ThesaurusConcept-6568	generic drug
ThesaurusConcept-6569	food safety
ThesaurusConcept-6570	palliative care
ThesaurusConcept-6609	self-regulation
ThesaurusConcept-6610	administrative code
ThesaurusConcept-6611	history of law
ThesaurusConcept-6612	unintentional crime
ThesaurusConcept-6613	psychological harassment
ThesaurusConcept-6614	impunity
ThesaurusConcept-6615	criminal responsibility of minors
ThesaurusConcept-6616	sexual tourism
ThesaurusConcept-6617	arbitration
ThesaurusConcept-6618	backlog of court cases
ThesaurusConcept-6619	injunction
ThesaurusConcept-6621	repeal
ThesaurusConcept-6622	extraterritorial jurisdiction
ThesaurusConcept-6623	independence of the judiciary
ThesaurusConcept-6624	maritime court
ThesaurusConcept-6625	marriage of convenience
ThesaurusConcept-6626	Schengen Information System
ThesaurusConcept-6627	religious conflict
ThesaurusConcept-6628	right to health
ThesaurusConcept-6697	energy diversification
ThesaurusConcept-6699	gas field
ThesaurusConcept-6700	energy efficiency
ThesaurusConcept-6701	strategic reserves
ThesaurusConcept-6702	oilfield
ThesaurusConcept-6703	nuclear research
ThesaurusConcept-6704	enlargement of an international organisation
ThesaurusConcept-6705	industrial integration
ThesaurusConcept-6706	accession criteria
ThesaurusConcept-6708	accession negotiations
ThesaurusConcept-6709	ESDP
ThesaurusConcept-6710	pre-accession strategy
ThesaurusConcept-6711	European Consumer Centres Network
ThesaurusConcept-6713	microloan
ThesaurusConcept-6714	microfinance
ThesaurusConcept-6715	cindynics
ThesaurusConcept-6716	cosmology
ThesaurusConcept-6717	assisting spouse
ThesaurusConcept-6718	casual employment
ThesaurusConcept-6720	mechanical vibration
ThesaurusConcept-6721	forest ranger
ThesaurusConcept-6722	peace
ThesaurusConcept-6723	Eurojust
ThesaurusConcept-6724	European arrest warrant
ThesaurusConcept-6725	EU Accession Treaty
ThesaurusConcept-6726	Treaty of Nice
ThesaurusConcept-6727	help for victims
ThesaurusConcept-6728	youth detention centre
ThesaurusConcept-6729	internal law of religions
ThesaurusConcept-6730	Buddhist law
ThesaurusConcept-6731	canon law
ThesaurusConcept-6732	protestant church law
ThesaurusConcept-6733	Hebrew law
ThesaurusConcept-6734	Hindu law
ThesaurusConcept-6735	Islamic law
ThesaurusConcept-6736	tax debt write-off
ThesaurusConcept-6737	illegal building
ThesaurusConcept-6738	street children
ThesaurusConcept-6739	hooliganism
ThesaurusConcept-6740	deprived urban area
ThesaurusConcept-6741	emergency medical treatment
ThesaurusConcept-6743	vandalism
ThesaurusConcept-6744	eugenics
ThesaurusConcept-6745	working poor
ThesaurusConcept-6747	non-ionising radiation
ThesaurusConcept-6748	company growth
ThesaurusConcept-6749	entrepreneurship
ThesaurusConcept-6750	international merger
ThesaurusConcept-6751	corporate governance
ThesaurusConcept-6752	social labelling
ThesaurusConcept-6753	company buyout
ThesaurusConcept-6754	reintegration enterprise
ThesaurusConcept-6755	start-up
ThesaurusConcept-6756	micro-enterprise
ThesaurusConcept-6757	European cooperative
ThesaurusConcept-6763	teaching quality
ThesaurusConcept-6764	parliamentary library
ThesaurusConcept-6765	quote
ThesaurusConcept-6766	commentary on a law
ThesaurusConcept-6767	electronic document
ThesaurusConcept-6768	tourist guide
ThesaurusConcept-6769	media library
ThesaurusConcept-6770	disinformation
ThesaurusConcept-6771	Internet access provider
ThesaurusConcept-6772	web surfer
ThesaurusConcept-6773	search engine
ThesaurusConcept-6774	telecommunications policy
ThesaurusConcept-6775	Internet site
ThesaurusConcept-6776	mobile phone
ThesaurusConcept-6777	video surveillance
ThesaurusConcept-6778	cryptography
ThesaurusConcept-6779	computer virus
ThesaurusConcept-6781	basic needs
ThesaurusConcept-6782	region-EU relationship
ThesaurusConcept-6783	non-commercial sector
ThesaurusConcept-6784	mendicity
ThesaurusConcept-6785	social transfers
ThesaurusConcept-6786	economic value
ThesaurusConcept-6787	gelatine
ThesaurusConcept-6788	essential oil
ThesaurusConcept-6789	food supplement
ThesaurusConcept-6790	organic product
ThesaurusConcept-6821	brick
ThesaurusConcept-6822	stone
ThesaurusConcept-6823	special metal
ThesaurusConcept-6824	diesel engine
ThesaurusConcept-6825	sawmill
ThesaurusConcept-6848	navigation aid
ThesaurusConcept-6849	town traffic
ThesaurusConcept-6850	sustainable mobility
ThesaurusConcept-6851	intelligent transport system
ThesaurusConcept-6852	satellite navigation
ThesaurusConcept-6854	pedestrian
ThesaurusConcept-6855	ground handling
ThesaurusConcept-6862	secularity
ThesaurusConcept-6881	confederal State
ThesaurusConcept-6882	regional State
ThesaurusConcept-6883	oligarchy
ThesaurusConcept-6884	protocol
ThesaurusConcept-6885	symbol of State
ThesaurusConcept-6886	nationalist party
ThesaurusConcept-6887	autonomist party
ThesaurusConcept-6888	extremist party
ThesaurusConcept-6890	electoral reform
ThesaurusConcept-6891	parliamentary inquiry
ThesaurusConcept-6892	legislative drafting
ThesaurusConcept-6893	status of the person elected
ThesaurusConcept-6894	electronic government
ThesaurusConcept-6896	government statement
ThesaurusConcept-6897	governance
ThesaurusConcept-6898	parliamentary diplomacy
ThesaurusConcept-6899	periodic penalty payment
ThesaurusConcept-6900	expulsion from housing
ThesaurusConcept-6901	automatic vending machine
ThesaurusConcept-6902	seed capital
ThesaurusConcept-6903	aesthetic surgery
ThesaurusConcept-6904	medical report
ThesaurusConcept-6905	dropout
ThesaurusConcept-6906	parabolic aerial
ThesaurusConcept-6907	forum
ThesaurusConcept-6908	interactivity
ThesaurusConcept-6909	popularising science
ThesaurusConcept-6910	knowledge management
ThesaurusConcept-6911	port administration
ThesaurusConcept-6912	tunnel
ThesaurusConcept-6913	outsourcing
ThesaurusConcept-6914	chemical accident
ThesaurusConcept-6915	cosmetics industry
ThesaurusConcept-6916	building technique
ThesaurusConcept-6917	cooperation on agriculture
ThesaurusConcept-6918	cervidae
ThesaurusConcept-6919	weapons' destruction
ThesaurusConcept-6920	cooperation in the field of education
ThesaurusConcept-6921	gas industry
